question,answer
"Hi, how to reserve asap?",You can reserve online or call us to book a table.
"Please, nut free kahan.",We have vegetarian and gluten-free options on request.
"Hi, show menu now?","We offer pizza, burgers, pasta, BBQ, and desserts."
Can you where are you located please?,Our phone number is 0300-1234567 and we are in the main city center.
Hey contact info please now?,Our phone number is 0300-1234567 and we are in the main city center.
Hey closing time please?,We are open from 11 AM to 12 AM daily.
Could you coupon.,We run seasonal discounts; check our website for current offers.
Could you is parking there — thanks.,There is parking available nearby.
"Hi, pizza options asap?","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hello, menu items batao now?","We offer pizza, burgers, pasta, BBQ, and desserts."
Could you how to reserve plz asap?,You can reserve online or call us to book a table.
"Please, modify order — thanks.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, do you cater?","Yes, we provide catering—contact sales for a quote."
Hey vegetarian options pls asap?,We have vegetarian and gluten-free options on request.
Can you table booking.,You can reserve online or call us to book a table.
"Hello, closing time asap?",We are open from 11 AM to 12 AM daily.
"Please, cancel order.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hi, menu today please?","We offer pizza, burgers, pasta, BBQ, and desserts."
Can you pizza options please — thanks.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, modify order — thanks.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you do you accept cards please?,"We accept cash, card, and online wallets."
Hey catering services.,"Yes, we provide catering—contact sales for a quote."
Hey open hours?,We are open from 11 AM to 12 AM daily.
"Please, online payment kindly please?","We accept cash, card, and online wallets."
Could you ramps kahan — thanks.,Wheelchair access is available; let us know if you need assistance.
"Please, accessible seating kindly please?",Wheelchair access is available; let us know if you need assistance.
Could you specials asap?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Hello, catering services kahan please?","Yes, we provide catering—contact sales for a quote."
"Please, online payment — thanks.","We accept cash, card, and online wallets."
"Hello, how to reserve.",You can reserve online or call us to book a table.
"Please, how to cancel please?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Please, modify order.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hi, cancel order please?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Can you reserve table.,You can reserve online or call us to book a table.
Hey is parking there now?,There is parking available nearby.
"Please, pizza types location batao?","We have Chicken Tikka, Fajita, and Cheese Pizza."
pizza options?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you menu items.,"We offer pizza, burgers, pasta, BBQ, and desserts."
Can you home delivery — thanks.,"Yes, we offer home delivery in the local area."
"Hi, wheelchair access?",Wheelchair access is available; let us know if you need assistance.
"Hi, deliver to my area plz?","Yes, we offer home delivery in the local area."
"Hello, menu today please please?","We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, discount pls.",We run seasonal discounts; check our website for current offers.
Hey operating hours please?,We are open from 11 AM to 12 AM daily.
pizza flavours?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you do you accept cards batao.,"We accept cash, card, and online wallets."
"Hi, play area.","Yes, we have a kids menu and high chairs available."
"Hello, delivery time now?","Yes, we offer home delivery in the local area."
"Please, allergy info plz?",We have vegetarian and gluten-free options on request.
"Please, what's on the menu.","We offer pizza, burgers, pasta, BBQ, and desserts."
parking available.,There is parking available nearby.
Can you parking available now?,There is parking available nearby.
"Hello, contact info?",Our phone number is 0300-1234567 and we are in the main city center.
"Please, location — thanks.",Our phone number is 0300-1234567 and we are in the main city center.
Can you nut free?,We have vegetarian and gluten-free options on request.
"Hi, do you deliver asap?","Yes, we offer home delivery in the local area."
Can you how to cancel?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, valet parking please?",There is parking available nearby.
Hey when do you open.,We are open from 11 AM to 12 AM daily.
Could you pizza options asap?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
deliver to my area kahan please?,"Yes, we offer home delivery in the local area."
Could you pizza flavours?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, show menu — thanks.","We offer pizza, burgers, pasta, BBQ, and desserts."
Can you how to reserve please?,You can reserve online or call us to book a table.
Can you nut free — thanks.,We have vegetarian and gluten-free options on request.
high chair plz — thanks.,"Yes, we have a kids menu and high chairs available."
pizza types now?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Could you deliver to my area please?,"Yes, we offer home delivery in the local area."
Could you table booking.,You can reserve online or call us to book a table.
Can you discount — thanks.,We run seasonal discounts; check our website for current offers.
Could you book a table now?,You can reserve online or call us to book a table.
Could you cancel order please?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Can you change my order asap?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
wheelchair access.,Wheelchair access is available; let us know if you need assistance.
coupon pls please?,We run seasonal discounts; check our website for current offers.
"Please, play area now?","Yes, we have a kids menu and high chairs available."
"Hi, how to cancel kindly asap?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
specials — thanks.,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, accessible seating please.",Wheelchair access is available; let us know if you need assistance.
delivery time pls — thanks.,"Yes, we offer home delivery in the local area."
"Please, contact info pls — thanks.",Our phone number is 0300-1234567 and we are in the main city center.
Can you reserve table please now?,You can reserve online or call us to book a table.
"Please, how to reserve asap?",You can reserve online or call us to book a table.
"Hello, catering services please?","Yes, we provide catering—contact sales for a quote."
"Hello, cancel order kindly asap?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
promo code now?,We run seasonal discounts; check our website for current offers.
"Hello, promo code — thanks.",We run seasonal discounts; check our website for current offers.
"Please, valet parking.",There is parking available nearby.
accessible seating plz.,Wheelchair access is available; let us know if you need assistance.
"Hi, catering services now?","Yes, we provide catering—contact sales for a quote."
